model,auc_within,n_within,auc_sameday,n_sameday,auc_d1,n_d1,auc_d7,n_d7,auc_d28,n_d28,auc_mean_postgap,rank_within,rank_mean_postgap
PCDT,0.7515704856753898,669904,0.7319540685483475,12489,0.7315086254190796,15025,0.7364979969137293,6885,0.7278741875088314,3251,0.7319602699472134,1.0,3.0
PCDT-noPsi,0.7511122498121889,669904,0.7333714055141868,12489,0.7345470486640251,15025,0.737761089225113,6885,0.7297521901935848,3251,0.7340201093609077,2.0,2.0
DKVMN,0.7489041828780397,669904,0.7350157790569528,12489,0.7418819059229909,15025,0.743787117081274,6885,0.7365634272997033,3251,0.7407441501013228,3.0,1.0
Control,0.7442901338614976,669904,0.7140726576472045,12489,0.7170317484506755,15025,0.7193466186324584,6885,0.7123167479157835,3251,0.7162317049996392,4.0,6.0
AKT,0.740954898152967,669904,0.7223084161606305,12489,0.7266243929696231,15025,0.7309509408679428,6885,0.7220118870990532,3251,0.7265290736455396,5.0,4.0
DKT-F,0.7356515779929335,669904,0.7085060422749772,12489,0.7123080463273392,15025,0.7156658134577041,6885,0.6964243765013424,3251,0.7081327454287952,6.0,7.0
DKT,0.7347603291961265,669904,0.7046604598315217,12489,0.7091224423448136,15025,0.7050738144573307,6885,0.6953361240638689,3251,0.703177460288671,7.0,8.0
SAKT,0.731070877271079,669904,0.7174509298218977,12489,0.7257537742558163,15025,0.7286243078696837,6885,0.7175215486788188,3251,0.7239665436014396,8.0,5.0
