horizon,comparator,threshold,extra_correctly_flagged,extra_false_alarms,fewer_missed,d_precision,d_recall,d_f1,strict_win
within,Control,0.3,-777,-565,-777,0.0055922413567687235,-0.004028453219133338,-0.004447448840994128,False
within,Control,0.4,3443,1837,3443,-0.005949709833128258,0.017850662076545787,0.016430817835264178,False
within,Control,0.5,6483,5144,6483,-0.011889112199819807,0.03361192048859901,0.021880716947192402,False
within,Control,0.6,6289,6017,6289,-0.004529605912818702,0.03260610333993519,0.013491827987377136,False
within,Control,0.7,2697,2003,2697,0.0011963632911628497,0.013982932216219601,0.004845503272820184,False
sameday,Control,0.3,0,-8,0,0.0228976420880469,0.0,9.509940860054356e-05,False
sameday,Control,0.4,79,70,79,-0.0342419208698278,0.014678558156819024,0.022953511737603904,False
sameday,Control,0.5,174,153,174,-0.005858672005435106,0.032329988851728,0.03701371922004029,False
sameday,Control,0.6,184,22,184,0.018715294195265186,0.03418803418803418,0.0276731738214665,False
sameday,Control,0.7,35,-134,35,0.007605087912954056,0.00650315867707163,0.00798775454745937,True
d1,Control,0.3,3,-2,3,0.014391679432395388,0.0009279307145066487,0.0017495556953205094,True
d1,Control,0.4,52,29,52,-0.0042161559157425366,0.01608413238478193,0.026092005915777997,False
d1,Control,0.5,100,83,100,-0.006571411479808331,0.030931023816888337,0.03621520068941342,False
d1,Control,0.6,120,113,120,0.0029613643026192293,0.037117228580266004,0.022388022770275462,False
d1,Control,0.7,30,7,30,0.0024415679182296923,0.009279307145066529,0.004352302636275396,False
d7,Control,0.3,-1,0,-1,-0.003312629399585987,-0.0011160714285714315,-0.001956682650532615,False
d7,Control,0.4,17,13,17,-0.034956852420652385,0.018973214285714274,0.026845451392902536,False
d7,Control,0.5,30,24,30,-0.014200486437553894,0.03348214285714288,0.035542993640530596,False
d7,Control,0.6,51,17,51,0.01942876339659183,0.05691964285714285,0.040952767627554454,False
d7,Control,0.7,9,0,9,0.0031780834053108387,0.010044642857142794,0.005236711756985701,True
within,DKT-F,0.3,-1364,-1396,-1364,0.015464664942011819,-0.007071827787513363,-0.007205803661353483,False
within,DKT-F,0.4,-956,-1469,-956,0.009623386340235185,-0.004956501000632496,-0.002881694063705309,False
within,DKT-F,0.5,-1047,-1561,-1047,0.005521169569779327,-0.005428301828098614,-0.0021639059329428,False
within,DKT-F,0.6,2752,4047,2752,-0.006081117691233984,0.014268086562490345,0.003652461643066429,False
within,DKT-F,0.7,6860,15090,6860,-0.01299060221107784,0.0355665239166727,0.00030821879643427863,False
sameday,DKT-F,0.3,18,14,18,-0.02672008298606765,0.0033444816053511683,0.006042016089428573,False
sameday,DKT-F,0.4,33,46,33,-0.030659296597548402,0.00613154960981048,0.009061367999280645,False
sameday,DKT-F,0.5,-14,-28,-14,0.005052412757908353,-0.002601263470828674,-0.002212177424753381,False
sameday,DKT-F,0.6,-15,-20,-15,0.0003597022735795097,-0.00278706800445927,-0.0013997422110039182,False
sameday,DKT-F,0.7,72,192,72,-0.0037404366925702925,0.013377926421404673,0.00032488340222980305,False
d1,DKT-F,0.3,13,15,13,-0.059493670886076044,0.004021033096195482,0.0071566537614698375,False
d1,DKT-F,0.4,9,19,9,-0.02590266875981162,0.002783792143519953,0.0038961203301602076,False
