horizon,comparator,threshold,extra_correctly_flagged,extra_false_alarms,fewer_missed,d_precision,d_recall,d_f1,strict_win
d1,DKT-F,0.5,-36,-39,-36,0.00651903602867554,-0.011135168574079812,-0.011673594096989925,False
d1,DKT-F,0.6,-44,-54,-44,0.0010138440347297606,-0.013609650479430913,-0.006858930900683513,False
d1,DKT-F,0.7,-8,-11,-8,-3.6749462363760976e-06,-0.0024744819053510447,-0.0006137821397119714,False
d7,DKT-F,0.3,16,-1,16,0.08293075684380025,0.017857142857142856,0.03194982274338698,True
d7,DKT-F,0.4,11,6,11,-0.008370980600584721,0.012276785714285712,0.01765516989471186,False
d7,DKT-F,0.5,-11,-25,-11,0.031668546309177814,-0.012276785714285698,-0.007755044360170105,False
d7,DKT-F,0.6,-8,-39,-8,0.02001415416049568,-0.008928571428571397,0.004565863530006875,False
d7,DKT-F,0.7,-12,-20,-12,0.0015057135595740179,-0.013392857142857206,-0.0022748340941086687,False
within,DKVMN,0.3,-3959,-2728,-3959,0.02385093656460746,-0.02052592830701272,-0.02238420761160481,False
within,DKVMN,0.4,-4495,-4250,-4495,0.02122826150239765,-0.02330488702703265,-0.017465427182216886,False
within,DKVMN,0.5,-6279,-6962,-6279,0.01902046130641888,-0.03255425709515858,-0.016423414497109823,False
within,DKVMN,0.6,-3895,-5502,-3895,0.007342915166337227,-0.020194112340443104,-0.00529637722264642,False
within,DKVMN,0.7,1832,4451,1832,-0.003948264590792838,0.009498232043053112,-0.0004285124046519151,False
sameday,DKVMN,0.3,-65,-14,-65,-0.018024667841325726,-0.012077294685990343,-0.021823699880646225,False
sameday,DKVMN,0.4,-117,-79,-117,0.012667052509733767,-0.021739130434782608,-0.03270651842978842,False
sameday,DKVMN,0.5,-176,-162,-176,0.00597574141902546,-0.03270159791898922,-0.03387119921554427,False
sameday,DKVMN,0.6,-191,-108,-191,-0.00947260935217964,-0.035488665923448515,-0.023677930394328306,False
sameday,DKVMN,0.7,30,418,30,-0.016313217606754138,0.00557413600891854,-0.011941881842327695,False
d1,DKVMN,0.3,-42,-8,-42,-0.023916747809152872,-0.012991030003093103,-0.02340880277733999,False
d1,DKVMN,0.4,-105,-52,-105,-0.0030389204862272257,-0.032477575007732754,-0.04961709732124947,False
d1,DKVMN,0.5,-179,-153,-179,0.009223054444743473,-0.055366532632230125,-0.05731369082002058,False
d1,DKVMN,0.6,-98,-72,-98,-0.0052307415656847045,-0.030312403340550576,-0.018587420046987768,False
d1,DKVMN,0.7,49,193,49,-0.009200005197859074,0.015156201670275316,-0.0037718386102139068,False
d7,DKVMN,0.3,-6,-12,-6,0.08995502248875564,-0.006696428571428575,-0.010196132174426387,False
d7,DKVMN,0.4,-22,-23,-22,0.05031446540880502,-0.024553571428571425,-0.031158983196897888,False
d7,DKVMN,0.5,-44,-34,-44,0.012261872225382109,-0.04910714285714285,-0.04716859174324817,False
d7,DKVMN,0.6,-31,-50,-31,0.013950008922075985,-0.0345982142857143,-0.011501954215522137,False
d7,DKVMN,0.7,12,30,12,-0.004532838567592845,0.013392857142857095,-2.215493685853165e-05,False
