removed_or_compared,auc_variant,auc_pcdt,delta_auc,ci_lo,ci_hi,p,meaningful,p_holm
PCDT-noPsi,0.7499811124045486,0.7505806615184115,0.0005995491138629516,4.42712137752932e-05,0.001153348194195602,0.037,False,0.037
Control,0.7359713943295682,0.7505806615184115,0.014609267188843367,0.01354778387763024,0.015595807183807722,0.0,True,0.0
DKT-F,0.7492601777692057,0.7505806615184115,0.001320483749205792,0.00047701848983156274,0.0021896684509045052,0.002,False,0.004
