model,auc_within,n_within,auc_sameday,n_sameday,auc_d1,n_d1,auc_d7,n_d7,auc_d28,n_d28,auc_mean_postgap,rank_within,rank_mean_postgap
PCDT-noPsi,0.7493102357930297,676908,0.7203390696764147,12569,0.7321080913988031,15063,0.7273833333540118,6625,0.7070050926530018,3100,0.722165505801939,1.0,2.0
PCDT,0.7490995356433774,676908,0.7174375088196121,12569,0.73102024496663,15063,0.7237126542455496,6625,0.7040127098851932,3100,0.7195818696991244,2.0,4.0
DKVMN,0.7464822602147982,676908,0.7231387784747162,12569,0.7369845286900822,15063,0.732601172301331,6625,0.7175452107692686,3100,0.7290436372535606,3.0,1.0
Control,0.7428797696669294,676908,0.7026376651753359,12569,0.7169890286976837,15063,0.7047846052426427,6625,0.6879899054653831,3100,0.7032545131352365,4.0,6.0
AKT,0.7392677587161788,676908,0.7176511125759453,12569,0.7261965104670786,15063,0.7266182832853386,6625,0.7076631852057769,3100,0.7201593263193979,5.0,3.0
DKT,0.7343005484205809,676908,0.6980639000045047,12569,0.7107783087471431,15063,0.6965245562513156,6625,0.6838955013322592,3100,0.6970661221102393,6.0,8.0
DKT-F,0.7339458313582756,676908,0.701654994171807,12569,0.7098159456350432,15063,0.7008759174500688,6625,0.6866954676712034,3100,0.6991291102521052,7.0,7.0
SAKT,0.729109018289839,676908,0.7094665564702081,12569,0.7234902930579274,15063,0.7210546493579968,6625,0.7033014309730882,3100,0.7159487911296708,8.0,5.0
