horizon,comparator,threshold,extra_correctly_flagged,extra_false_alarms,fewer_missed,d_precision,d_recall,d_f1,strict_win
within,Control,0.3,2071,680,2071,-0.0007015896399634736,0.010468795810459702,0.016305975975299924,False
within,Control,0.4,2965,1242,2965,0.0013000776355804877,0.01498791867600821,0.01820477425471867,False
within,Control,0.5,3044,1454,3044,0.0024266916981249276,0.015387259510883322,0.013670075577082774,False
within,Control,0.6,2722,1032,2722,0.003744965250220722,0.01375956648772153,0.009317434134575309,False
within,Control,0.7,2002,13,2002,0.003749660561107815,0.010120004448353592,0.00604326638682251,False
sameday,Control,0.3,41,10,41,0.018268639438555834,0.010324855200201467,0.01779257094775659,False
sameday,Control,0.4,57,6,57,0.020239500758981288,0.014354066985645925,0.02093332966674652,False
sameday,Control,0.5,77,-3,77,0.019980282902542834,0.019390581717451505,0.022762262604150707,True
sameday,Control,0.6,61,-5,61,0.009931094740915358,0.015361369932007096,0.013488008044235666,True
sameday,Control,0.7,57,-62,57,0.011314358345816844,0.014354066985645897,0.012659386710889398,True
d1,Control,0.3,66,6,66,0.03216403162055337,0.013712861001454392,0.023726370934699592,False
d1,Control,0.4,101,21,101,0.017982907564385697,0.020984832744649906,0.029342223483236396,False
d1,Control,0.5,92,0,92,0.016800457016533765,0.019114897153542476,0.02167439325805781,True
d1,Control,0.6,82,-29,82,0.013786674124121157,0.01703719094120093,0.016030303783929334,True
d1,Control,0.7,67,-70,67,0.010872042034096308,0.013920631622688528,0.01221028954978054,True
d7,Control,0.3,16,5,16,0.005262092693786746,0.007366482504604047,0.012701739448419638,False
d7,Control,0.4,45,4,45,0.02853313477289654,0.02071823204419887,0.030120224190305023,False
d7,Control,0.5,50,37,50,-0.0019949301774437878,0.023020257826887658,0.022748261417499527,False
d7,Control,0.6,78,13,78,0.017504112894380808,0.035911602209944715,0.02968504440427444,False
d7,Control,0.7,56,-35,56,0.016354483496928862,0.025782688766114226,0.020216332558018357,True
d28,Control,0.3,15,2,15,0.04705882352941171,0.014792899408284023,0.026039467908147054,False
d28,Control,0.4,17,0,17,0.02941812675751676,0.01676528599605523,0.025180513475820426,True
d28,Control,0.5,21,-6,21,0.03209362736198207,0.020710059171597656,0.026704486848891262,True
d28,Control,0.6,9,1,9,0.005240770886940083,0.008875739644970404,0.008004570891699203,False
d28,Control,0.7,18,-39,18,0.023683206106870247,0.017751479289940808,0.021320609922925393,True
within,DKT-F,0.3,6338,1274,6338,0.027997596921673695,0.032038255840991584,0.05170442295851255,False
within,DKT-F,0.4,5939,991,5939,0.022495039554184637,0.030021331877508523,0.038755716541924445,False
within,DKT-F,0.5,3365,-2328,3365,0.02547617485832554,0.017009897586768186,0.02060053305243781,True
within,DKT-F,0.6,1485,-6890,1485,0.024106235032576473,0.007506596706196356,0.015147808921611716,True
within,DKT-F,0.7,716,-10413,716,0.018266481703488824,0.0036193422502602823,0.01397401339960358,True
sameday,DKT-F,0.3,100,38,100,0.019385169966851024,0.025182573659027957,0.043923761084568885,False
sameday,DKT-F,0.4,134,10,134,0.05687549228219091,0.03374464870309744,0.05026614466183987,False
sameday,DKT-F,0.5,47,-48,47,0.028051027896065173,0.01183580961974312,0.016647968360198995,True
sameday,DKT-F,0.6,-74,-182,-74,0.019056778447201328,-0.01863510450768069,-0.003449119449847271,False
sameday,DKT-F,0.7,-139,-451,-139,0.024720650425630764,-0.03500377738604887,0.004527857802479218,False
d1,DKT-F,0.3,211,78,211,-0.04242925948223952,0.04383960108040723,0.07767511845807615,False
d1,DKT-F,0.4,372,164,372,0.012518184893530182,0.07729067109910659,0.11222721373664768,False
d1,DKT-F,0.5,245,77,245,0.023751554222865345,0.05090380220236859,0.05524562498000446,False
d1,DKT-F,0.6,87,-274,87,0.04864712527479831,0.01807604404737173,0.030500338641151703,True
d1,DKT-F,0.7,-186,-586,-186,0.027285373526261092,-0.038645335549553295,0.004828927857375764,False
d7,DKT-F,0.3,101,39,101,0.000381242851696606,0.046500920810313075,0.08411094017339794,False
d7,DKT-F,0.4,176,89,176,-0.008539761371207044,0.08103130755064455,0.12108519734367215,False
d7,DKT-F,0.5,118,59,118,0.01682137975564546,0.05432780847145488,0.05879526372217059,False
d7,DKT-F,0.6,-4,-109,-4,0.03192725738944224,-0.0018416206261510082,0.011628705787197824,False
d7,DKT-F,0.7,-106,-376,-106,0.040602138834818,-0.048802946593001884,0.010637315435688688,False
d28,DKT-F,0.3,50,21,50,0.0512605042016806,0.04930966469428008,0.0898606090432406,False
d28,DKT-F,0.4,89,42,89,-0.00412224591329069,0.08777120315581854,0.13695351768332498,False
d28,DKT-F,0.5,71,26,71,0.04220377574986112,0.07001972386587774,0.08409384935862307,False
