model,auc_within,n_within,auc_sameday,n_sameday,auc_d1,n_d1,auc_d7,n_d7,auc_d28,n_d28,auc_mean_postgap,rank_within,rank_mean_postgap
PCDT-noPsi,0.7596694109377113,325503,0.6943468098872049,25487,0.6907707377416761,24789,0.6533370335370369,8607,,1214,0.6720538856393565,1.0,1.0
PCDT,0.7596675263239505,325503,0.6923853747196915,25487,0.6852823278876601,24789,0.6484654412023415,8607,,1214,0.6668738845450009,2.0,5.0
DKT-F,0.7588276010615262,325503,0.6996180150150866,25487,0.6929043325489481,24789,0.6499025415670484,8607,,1214,0.6714034370579982,3.0,2.0
DKT,0.7546622358433546,325503,0.6951636151682079,25487,0.6874879016942913,24789,0.6451711776003878,8607,,1214,0.6663295396473395,4.0,6.0
DKVMN,0.7515515775327813,325503,0.6913288664128246,25487,0.6881188289375412,24789,0.6479564840658376,8607,,1214,0.6680376565016894,5.0,4.0
Control,0.7470757289464711,325503,0.662712963512371,25487,0.6576056047739012,24789,0.6268827171562705,8607,,1214,0.6422441609650859,6.0,8.0
AKT,0.7411829908049357,325503,0.6709466986956811,25487,0.6691642961926043,24789,0.6327962928122186,8607,,1214,0.6509802945024115,7.0,7.0
SAKT,0.730120693820879,325503,0.6864889119432591,25487,0.6877512573246995,24789,0.6520718953501541,8607,,1214,0.6699115763374268,8.0,3.0
