removed_or_compared,auc_variant,auc_pcdt,delta_auc,ci_lo,ci_hi,p,meaningful,p_holm
PCDT-noPsi,0.7125936199627413,0.7111285717016738,-0.0014650482610675253,-0.0018515320195091917,-0.0010638177238871452,0.0,False,0.0
Control,0.7032095050574876,0.7111285717016738,0.007919066644186179,0.0071875221080768045,0.008677466934797462,0.0,False,0.0
DKVMN,0.7109006193476011,0.7111285717016738,0.00022795235407269132,-0.0005726522761438452,0.0009786595709625058,0.592,False,0.592
