adequate,n_learners,n_points,retention_advantage,ci_lo,ci_hi,auc_pcdt,auc_comparator,horizon,comparator,source
True,2410,8762,0.00221271238603693,-0.002512041712088478,0.006799469425031407,0.6291254516180838,0.6192045718518566,d1,Control,real
True,1357,2299,-0.0028293633532865403,-0.01069311184259519,0.005168048674921409,0.6236319745494059,0.6187531705225022,d7,Control,real
False,1098,1574,,,,,,d28,Control,INADEQUATE
True,2410,8762,-0.002176296272492717,-0.007528272030116264,0.003125291575665208,0.6291254516180838,0.629077446322153,d1,DKT-F,real
True,1357,2299,-0.004318646716503727,-0.013654348945900665,0.004706193766184231,0.6236319745494059,0.6257263196974862,d7,DKT-F,real
False,1098,1574,,,,,,d28,DKT-F,INADEQUATE
True,2410,8762,-0.012153032307420153,-0.018100179336672937,-0.0061896875165191245,0.6291254516180838,0.6406133654025888,d1,DKVMN,real
True,1357,2299,-0.012064597156993817,-0.02379664414230921,-0.0005877916329283223,0.6236319745494059,0.6350314531834846,d7,DKVMN,real
False,1098,1574,,,,,,d28,DKVMN,INADEQUATE
