model,params,hidden,lr,capacity_matched,n,auc,acc,rmse,nll,ece,brier
DKT,348334,148,0.0005,True,372289,0.7455901291460002,0.7295891095358713,0.4282594621181488,0.5473690032958984,0.007062094732026507,0.1834061590431439
SAKT,348741,140,0.0005,True,372289,0.7262048297164962,0.7174775510423353,0.43573203682899475,0.5626462697982788,0.016548962431799895,0.18986241525358744
AKT,351244,198,0.0005,True,372289,0.7314453528877425,0.7219552551915314,0.4337577223777771,0.5594367980957031,0.01610585874941574,0.1881457669978372
DKVMN,350461,180,0.002,True,372289,0.7436451539410668,0.7281842869383731,0.42906904220581055,0.5490352511405945,0.011321737401193042,0.18410022238285217
DKT-F,349518,148,0.002,True,372289,0.7494304091908618,0.7312625406606158,0.4268687069416046,0.5441195964813232,0.00891313603356584,0.18221690742029592
PCDT,350324,133,0.0005,True,372289,0.7504954610107104,0.731251796319526,0.42626282572746277,0.5432111620903015,0.011911904013190528,0.18169998597379813
PCDT-noPsi,350324,133,0.0005,True,372289,0.7504596514804116,0.7309428965131927,0.4263312518596649,0.5428816080093384,0.004928538084506939,0.1817583377213993
Control,350324,133,0.0005,True,372289,0.735154134018556,0.724267974611122,0.4314088523387909,0.5540134906768799,0.004427424367675024,0.1861136136633918
