horizon,comparator,threshold,extra_correctly_flagged,extra_false_alarms,fewer_missed,d_precision,d_recall,d_f1,strict_win
within,Control,0.3,1008,-104,1008,0.010905585925671035,0.009311262193319542,0.013410096508551683,True
within,Control,0.4,1874,265,1874,0.005978588661930351,0.017310818799881778,0.019697730576210715,False
within,Control,0.5,1821,93,1821,0.00805046642954843,0.016821238545669526,0.01578244818529717,False
within,Control,0.6,1668,57,1668,0.006478366756978771,0.015407921962754867,0.011589490044764394,False
within,Control,0.7,3203,3327,3203,-0.001609464051610443,0.029587274608335767,0.010099727319858531,False
sameday,Control,0.3,121,-47,121,0.037039750486676626,0.012743549236440221,0.01981505658415622,True
sameday,Control,0.4,226,-61,226,0.03308771009870759,0.02380200105318589,0.030099905260098703,True
sameday,Control,0.5,171,-153,171,0.02575870510166134,0.0180094786729858,0.021219581004208454,True
sameday,Control,0.6,110,-393,110,0.026686129814743276,0.011585044760400232,0.019422549020053026,True
sameday,Control,0.7,287,-114,287,0.014353882029895515,0.030226434965771487,0.02002396233186854,True
d1,Control,0.3,209,-62,209,0.04826324544746441,0.02153972998041842,0.03184557291018417,True
d1,Control,0.4,306,-25,306,0.03220370213492285,0.0315366381531485,0.03713269637588262,True
d1,Control,0.5,276,-159,276,0.0315875037255805,0.028444810883231975,0.030522360065884657,True
d1,Control,0.6,193,-314,193,0.025419102079045408,0.019890755436462904,0.022780187866795365,True
d1,Control,0.7,267,-282,267,0.01894756987098606,0.02751726270225696,0.022445922085496894,True
d7,Control,0.3,43,-22,43,0.037072757091207276,0.012164073550212179,0.01869649272268073,True
d7,Control,0.4,113,-15,113,0.03637067475807798,0.03196605374823194,0.03809745129439435,True
d7,Control,0.5,118,-51,118,0.03259937748075881,0.03338048090523338,0.034156608067100636,True
d7,Control,0.6,113,-85,113,0.026068259195177745,0.031966053748232026,0.028848974226001523,True
d7,Control,0.7,130,-55,130,0.01762845125601875,0.036775106082036824,0.02440380564147071,True
within,DKT-F,0.3,-3202,-2039,-3202,0.044249043410708566,-0.02957803724504876,-0.03552155051279243,False
within,DKT-F,0.4,-2880,-2537,-2880,0.029032661490056677,-0.026603606266627278,-0.023045143818713643,False
within,DKT-F,0.5,-1891,-2894,-1891,0.021393755328508512,-0.017467853975761116,-0.007638595045497021,False
within,DKT-F,0.6,-583,-1752,-583,0.008706203832096304,-0.0053853827963346035,0.0008713095367096635,False
within,DKT-F,0.7,315,233,315,0.00019121968414093082,0.002909769435412324,0.0011936839306403435,False
sameday,DKT-F,0.3,72,37,72,-0.00394968216382352,0.0075829383886255874,0.01043922289495089,False
sameday,DKT-F,0.4,45,-22,45,0.008159749341429823,0.004739336492890989,0.006208565085827233,True
sameday,DKT-F,0.5,-55,-75,-55,0.0038584747756077453,-0.005792522380200116,-0.0029635567006323082,False
sameday,DKT-F,0.6,-157,-279,-157,0.008332572392589888,-0.016535018430753,-0.0035452178202810547,False
sameday,DKT-F,0.7,-396,-871,-396,0.014508018664098843,-0.041706161137440745,-0.0018461751459355469,False
d1,DKT-F,0.3,461,211,461,-0.01106739801762413,0.04751107904771719,0.06509746780502962,False
d1,DKT-F,0.4,359,277,359,-0.015129169887975968,0.03699886633000102,0.035757754862713875,False
d1,DKT-F,0.5,76,113,76,-0.0058242551077971605,0.007832629083788512,0.0037068423010028773,False
d1,DKT-F,0.6,-232,-198,-232,0.00014635752334513086,-0.023910130887354497,-0.011207596657663021,False
d1,DKT-F,0.7,-591,-1132,-591,0.01532175316800749,-0.06090899721735554,-0.006867664928257633,False
d7,DKT-F,0.3,200,150,200,-0.05897683166896461,0.05657708628005659,0.07878824416808225,False
d7,DKT-F,0.4,189,144,189,-0.015148598664394775,0.05346534653465346,0.053461789287356454,False
d7,DKT-F,0.5,84,102,84,-0.009807266066044762,0.023762376237623728,0.013559116240958013,False
d7,DKT-F,0.6,-71,-31,-71,-0.004499581860854085,-0.020084865629420023,-0.011648054977420497,False
d7,DKT-F,0.7,-247,-403,-247,0.010442254911908921,-0.06987270155586989,-0.012325372231226539,False
