model,auc_within,n_within,auc_sameday,n_sameday,auc_d1,n_d1,auc_d7,n_d7,auc_d28,n_d28,auc_mean_postgap,rank_within,rank_mean_postgap
PCDT,0.7614581179540123,324164,0.6937618902468901,24810,0.6838657287630078,25354,0.6577420827839405,8934,,1209,0.6708039057734742,1.0,4.0
PCDT-noPsi,0.760308157161731,324164,0.6941252032746758,24810,0.6887831617373478,25354,0.659279535499921,8934,,1209,0.6740313486186345,2.0,3.0
DKT-F,0.7583164061721549,324164,0.6935188288352874,24810,0.6894337440143629,25354,0.6638097106882124,8934,,1209,0.6766217273512876,3.0,2.0
DKT,0.7551675792315193,324164,0.6933661048471823,24810,0.6839522845178039,25354,0.652764394265479,8934,,1209,0.6683583393916415,4.0,6.0
DKVMN,0.7532182507263072,324164,0.6898379596320005,24810,0.6842166731847703,25354,0.6573486682142666,8934,,1209,0.6707826706995185,5.0,5.0
Control,0.7493930458738074,324164,0.6633576171248093,24810,0.6522815078273907,25354,0.6245992696536343,8934,,1209,0.6384403887405126,6.0,8.0
AKT,0.742009454066795,324164,0.6786559003080302,24810,0.6689255450156335,25354,0.6454187781120344,8934,,1209,0.657172161563834,7.0,7.0
SAKT,0.7308047742136367,324164,0.6880216111130881,24810,0.6900397824591045,25354,0.665485645751885,8934,,1209,0.6777627141054947,8.0,1.0
